qp,nom_qp,reg,epci1,epci2,uu,disp_q1_A13,disp_q2_A13,disp_q3_A13,disp_q1q3q2_A13,disp_d1_A13,disp_d2_A13,disp_d3_A13,disp_d4_A13,disp_d6_A13,disp_d7_A13,disp_d8_A13,disp_d9_A13,disp_d1d9_A13,disp_gini_A13,disp_s80s20_A13,disp_pact_A13,disp_ppen_A13,disp_ppat_A13,disp_ppsoc_A13,disp_ppfam_A13,disp_ppmini_A13,disp_pplogt_A13,disp_pimpot_A13,QP,TP60_A13,PART_MONOP_A13,PART_MEN5_A13,PART_LOCAT_A13,PART_CHOMPRINC_A13,_merge,code_final
QP091010,Les Aunettes,11.0,249100504.0,,00851,10451.0,14395.0,18358.0,0.5,8006.0,9730.0,11123.0,12823.0,15871.0,17268.0,19527.0,22744.0,2.8,0.2,3.3,75.2,15.3,2.0,17.3,6.7,5.2,5.3,-9.8,QP091010,36.1,18.7,20.7,,6.5,both,QP091010
QP091011,Les Hautes Mardelles,11.0,249100512.0,,00851,9893.0,13367.0,17463.0,0.6,7651.0,9348.0,10590.0,12047.0,14577.0,16275.0,18366.0,22030.0,2.9,0.2,3.1,77.5,10.5,1.8,20.5,8.5,5.2,6.8,-10.3,QP091011,40.5,23.3,24.7,,,both,QP091011
QP091012,Plaine - Cinéastes,11.0,249100512.0,,00851,11300.0,14803.0,18453.0,0.5,8680.0,10435.0,12012.0,13328.0,16136.0,17698.0,19509.0,22709.0,2.6,0.2,3.0,76.7,15.5,2.3,16.3,7.1,4.0,5.2,-10.8,QP091012,31.0,22.7,21.5,88.5,6.3,both,QP091012
QP091013,Le Vieillet,11.0,249100512.0,,00851,11346.0,14283.0,17865.0,0.5,8649.0,10427.0,12031.0,13008.0,15685.0,17090.0,18860.0,21289.0,2.5,0.2,2.8,75.8,12.8,1.9,19.3,7.5,6.1,5.8,-9.8,QP091013,31.4,24.5,25.4,,,both,QP091013
QP091014,Bel Air - Rocade,11.0,200033371.0,,00851,11278.0,15016.0,19195.0,0.5,8523.0,10644.0,12162.0,13553.0,16296.0,18315.0,19960.0,23154.0,2.7,0.2,3.2,74.8,20.3,2.3,13.6,6.6,3.1,3.9,-11.0,QP091014,29.9,21.5,20.1,,,both,QP091014
QP091015,Bièvre Poterne - Zola,11.0,200033371.0,,00851,10823.0,14550.0,18245.0,0.5,8703.0,10084.0,11476.0,12983.0,16092.0,17556.0,19377.0,22975.0,2.6,0.2,3.0,76.0,16.4,2.1,16.5,7.0,4.7,4.8,-11.0,QP091015,34.3,21.1,22.2,,,both,QP091015
QP091016,Le Canal,11.0,249100348.0,,00851,10763.0,14284.0,18086.0,0.5,8079.0,10045.0,11406.0,12936.0,15833.0,17358.0,19133.0,22517.0,2.8,0.2,3.2,83.7,6.6,2.0,18.3,8.2,4.4,5.8,-10.6,QP091016,35.3,24.1,25.5,86.9,7.4,both,QP091016
QP091017,Pyramides - Bois Sauvage,11.0,249100348.0,,00851,10599.0,14191.0,18609.0,0.6,7843.0,9836.0,11349.0,12748.0,15744.0,17569.0,19813.0,23844.0,3.0,0.2,3.6,82.1,11.3,3.0,15.6,6.5,4.4,4.7,-12.0,QP091017,35.9,16.8,20.6,75.4,6.4,both,QP091017
QP091018,Les Aunettes,11.0,249100348.0,,00851,11264.0,14596.0,18460.0,0.5,8831.0,10623.0,12074.0,13437.0,15975.0,17699.0,19844.0,23399.0,2.6,0.2,3.1,87.8,5.8,1.9,16.3,7.6,3.7,5.0,-11.8,QP091018,30.3,20.5,23.3,82.1,,both,QP091018
QP091019,Champtier Du Coq,11.0,249100348.0,,00851,10977.0,14424.0,19055.0,0.6,8593.0,10442.0,11839.0,13066.0,16251.0,18149.0,20382.0,24041.0,2.8,0.2,3.2,78.2,13.8,3.7,16.0,6.9,4.2,4.9,-11.7,QP091019,32.3,18.7,20.9,79.1,6.4,both,QP091019
QP091020,Petit Bourg,11.0,249100348.0,,00851,10575.0,14299.0,19257.0,0.6,7598.0,10075.0,11255.0,12652.0,16264.0,18286.0,20579.0,25382.0,3.3,0.3,4.1,76.2,18.3,5.5,12.5,6.1,3.4,3.0,-12.5,QP091020,36.2,,23.4,28.6,,both,QP091020
QP091021,Le Parc Aux Lièvres,11.0,249100348.0,,00851,11325.0,14459.0,18885.0,0.5,8715.0,10742.0,11841.0,13242.0,16038.0,17765.0,19903.0,24368.0,2.8,0.2,3.0,77.2,15.9,2.2,15.8,6.9,4.2,4.7,-11.1,QP091021,32.4,22.0,21.6,,,both,QP091021
QP091022,Les Passages,11.0,249100348.0,,00851,11207.0,15364.0,19163.0,0.5,8270.0,10435.0,11954.0,13762.0,16578.0,18254.0,19876.0,23354.0,2.8,0.2,3.3,85.2,6.6,2.4,17.7,5.5,5.7,6.4,-11.9,QP091022,30.6,15.2,14.4,,9.0,both,QP091022
QP091023,Les Epinettes,11.0,249100348.0,,00851,11285.0,15236.0,19442.0,0.5,8362.0,10334.0,12069.0,13714.0,16936.0,18493.0,20129.0,23264.0,2.8,0.2,3.2,86.9,8.4,2.1,14.7,6.4,3.7,4.6,-12.1,QP091023,30.3,19.8,19.4,90.3,,both,QP091023
QP091024,Champs Elysées,11.0,249100348.0,,00851,10524.0,14858.0,20855.0,0.7,5833.0,8973.0,11829.0,13090.0,17305.0,19377.0,22593.0,27054.0,4.6,0.3,5.4,85.4,14.7,4.1,9.9,4.5,2.7,2.6,-14.1,QP091024,31.9,16.1,16.8,63.9,,both,QP091024
QP091025,Le Plateau,11.0,249100348.0,,00851,11256.0,14776.0,19368.0,0.5,8590.0,10342.0,11872.0,13453.0,16338.0,18237.0,20696.0,24233.0,2.8,0.2,3.3,76.7,19.4,3.2,12.4,5.9,2.8,3.7,-11.7,QP091025,30.8,15.7,17.8,70.1,5.0,both,QP091025
QP091026,La Grande Borne - Le Plateau,11.0,249100579.0,,00851,10101.0,13537.0,17650.0,0.6,7787.0,9381.0,10782.0,12129.0,14965.0,16706.0,18728.0,22380.0,2.9,0.2,3.3,73.4,17.0,2.4,17.9,7.8,5.1,5.0,-10.7,QP091026,39.8,20.2,24.7,89.2,6.1,both,QP091026
QP091027,Grigny 2,11.0,249100579.0,,00851,8629.0,11631.0,15874.0,0.6,5989.0,7883.0,9232.0,10417.0,13212.0,14921.0,17298.0,21345.0,3.6,0.3,4.4,77.2,12.9,3.7,17.8,8.1,4.7,4.9,-11.6,QP091027,53.4,16.0,26.5,48.1,6.2,both,QP091027
QP091028,Le Noyer Renard,11.0,249100496.0,,00851,11781.0,15125.0,19622.0,0.5,8824.0,10831.0,12561.0,13683.0,16592.0,18413.0,21033.0,24211.0,2.7,0.2,3.1,81.9,14.1,2.2,13.3,6.0,3.7,3.7,-11.5,QP091028,27.7,18.5,18.5,92.2,,both,QP091028
QP091029,Clos Nollet,11.0,249100496.0,,00851,11659.0,14936.0,18573.0,0.5,9039.0,11065.0,12749.0,14056.0,15948.0,17712.0,19820.0,23274.0,2.6,0.2,2.9,75.9,14.3,2.5,18.1,9.7,3.4,5.0,-10.8,QP091029,26.0,20.5,33.3,,,both,QP091029
QP091030,Grand Vaux,11.0,249100496.0,,00851,10334.0,14339.0,18777.0,0.6,7818.0,9576.0,11142.0,12529.0,15983.0,17885.0,20486.0,24564.0,3.1,0.3,3.8,75.6,17.7,4.0,14.8,6.2,3.9,4.6,-12.1,QP091030,36.9,18.0,18.2,63.3,5.2,both,QP091030
QP091031,Les Bergeries,11.0,249100520.0,,00851,10879.0,14102.0,18100.0,0.5,8452.0,10134.0,11739.0,12941.0,15668.0,17136.0,19555.0,23295.0,2.8,0.2,3.1,74.6,17.7,1.9,16.6,7.8,3.5,5.3,-10.8,QP091031,33.1,24.2,24.5,,,both,QP091031
QP091032,La Forêt,11.0,249100520.0,,00851,11225.0,14233.0,17975.0,0.5,8917.0,10378.0,11926.0,13011.0,15495.0,16972.0,18996.0,21495.0,2.4,0.2,2.8,74.5,16.9,2.1,17.7,8.5,3.4,5.8,-11.2,QP091032,31.2,26.3,19.6,,,both,QP091032
QP091033,La Croix Blanche,11.0,249100520.0,,00851,10921.0,14755.0,19162.0,0.6,8026.0,10157.0,11749.0,13258.0,16304.0,18076.0,20501.0,24446.0,3.0,0.2,3.4,78.9,16.6,2.6,14.1,6.4,3.6,4.2,-12.2,QP091033,32.0,19.3,19.9,93.0,5.2,both,QP091033
QP091034,La Prairie De L'Oly,11.0,249100520.0,,00851,10874.0,14224.0,18926.0,0.6,8282.0,10017.0,11517.0,12809.0,15672.0,17650.0,20354.0,24367.0,2.9,0.2,3.3,75.3,17.7,3.3,15.5,6.3,4.4,4.8,-11.8,QP091034,34.6,22.6,18.6,85.4,,both,QP091034
QP091035,Quartier Sud,11.0,249100538.0,,00851,5751.0,10513.0,20415.0,1.4,4792.0,5521.0,6566.0,8322.0,14415.0,18127.0,23004.0,29229.0,6.1,0.4,7.5,79.1,22.1,6.2,7.1,2.1,2.6,2.4,-14.5,QP091035,54.5,,21.2,76.7,,both,QP091035
QP091036,Le Tiec,11.0,249100538.0,,00851,11245.0,14467.0,19004.0,0.5,8071.0,10280.0,11806.0,13311.0,16322.0,18010.0,20198.0,24038.0,3.0,0.2,3.2,79.1,13.3,2.7,15.9,7.6,3.3,5.0,-11.0,QP091036,33.7,19.0,24.6,,,both,QP091036
QP091037,Plateau De Guinette,11.0,200017846.0,,91401,10210.0,13229.0,17454.0,0.5,8026.0,9579.0,11060.0,12140.0,14723.0,16255.0,18498.0,20913.0,2.6,0.2,3.0,74.8,13.2,1.4,19.5,9.0,4.9,5.5,-8.9,QP091037,39.3,20.1,26.8,85.1,,both,QP091037
QP091038,La Croix  De Vernailles,11.0,200017846.0,,91401,9669.0,12761.0,15661.0,0.5,7349.0,9123.0,10530.0,11468.0,13835.0,15048.0,16542.0,19060.0,2.6,0.2,2.9,72.4,11.0,1.2,23.9,11.4,5.8,6.7,-8.5,QP091038,43.3,21.4,30.6,,,both,QP091038
QP091039,Opéra,11.0,200033371.0,,00851,11287.0,15085.0,19993.0,0.6,8087.0,10458.0,12258.0,13719.0,16597.0,18823.0,21268.0,25846.0,3.2,0.2,3.5,73.2,24.6,3.0,11.4,4.6,3.2,3.6,-12.2,QP091039,29.2,19.7,12.5,,,both,QP091039
QP092001,Bac D'Asnières - Beaujon,11.0,,,00851,10791.0,14712.0,18838.0,0.5,7543.0,10180.0,11732.0,13313.0,16175.0,17849.0,20333.0,25452.0,3.4,0.3,4.0,75.3,21.0,3.2,12.5,4.0,4.2,4.3,-12.0,QP092001,32.6,17.5,14.3,89.4,,both,QP092001
QP092002,Université I,11.0,200018059.0,,00851,10692.0,14696.0,19218.0,0.6,7758.0,9717.0,11432.0,12939.0,16495.0,18044.0,20474.0,23792.0,3.1,0.2,3.3,71.9,20.6,2.0,15.7,5.6,5.6,4.5,-10.2,QP092002,34.5,20.8,17.0,,,both,QP092002
QP092003,Université II,11.0,200018059.0,,00851,11572.0,14949.0,19363.0,0.5,8554.0,10753.0,12351.0,13621.0,16462.0,18393.0,20709.0,24425.0,2.9,0.2,3.1,74.6,19.8,2.4,14.2,4.8,5.3,4.2,-11.0,QP092003,28.8,18.0,13.3,,6.2,both,QP092003
QP092004,Noyer Doré,11.0,249200015.0,,00851,11411.0,14404.0,18804.0,0.5,8462.0,10717.0,12012.0,13190.0,15904.0,17711.0,19978.0,23978.0,2.8,0.2,3.1,72.3,21.0,2.5,14.8,5.8,4.8,4.2,-10.6,QP092004,30.6,21.3,18.5,,,both,QP092004
QP092005,Cité Jardins,11.0,249200015.0,,00851,11318.0,14845.0,19054.0,0.5,8437.0,10613.0,12012.0,13481.0,16356.0,18047.0,20283.0,23497.0,2.8,0.2,3.2,76.5,19.5,2.7,12.8,4.7,4.2,3.9,-11.5,QP092005,30.7,20.6,12.4,,5.9,both,QP092005
QP092006,Chemin De L'île,11.0,200018059.0,,00851,10651.0,14224.0,18559.0,0.6,8035.0,9870.0,11329.0,12964.0,15690.0,17450.0,19788.0,23512.0,2.9,0.2,3.4,72.1,18.6,2.5,16.9,5.4,5.7,5.9,-10.1,QP092006,34.7,14.8,14.9,,8.7,both,QP092006
QP092007,Le Parc,11.0,200018059.0,,00851,10702.0,14300.0,18981.0,0.6,8226.0,9936.0,11412.0,12933.0,15901.0,17877.0,20181.0,24484.0,3.0,0.2,3.4,72.5,19.3,2.7,16.5,6.1,5.7,4.7,-11.0,QP092007,34.4,19.7,18.9,,6.8,both,QP092007
QP092008,Abbé Grégoire - Mirabeau,11.0,249200056.0,,00851,10140.0,13849.0,18429.0,0.6,7821.0,9574.0,11009.0,12482.0,15683.0,17633.0,19709.0,23475.0,3.0,0.2,3.5,75.2,17.2,2.9,15.9,5.3,5.7,4.8,-11.2,QP092008,37.7,17.5,20.4,,,both,QP092008
QP092009,Tertres-Cuverons,11.0,249200056.0,,00851,11162.0,15228.0,19400.0,0.5,8304.0,10023.0,12442.0,13888.0,16549.0,18191.0,20612.0,24834.0,3.0,0.2,3.4,72.5,22.6,3.5,13.6,5.0,4.5,4.1,-12.2,QP092009,27.6,15.0,16.8,,,both,QP092009
QP092010,Les Courtilles,11.0,,,00851,11411.0,14881.0,19296.0,0.5,8560.0,10792.0,12238.0,13459.0,16474.0,18232.0,20700.0,24837.0,2.9,0.2,3.2,70.2,23.2,2.7,14.7,6.3,4.1,4.3,-10.8,QP092010,29.4,17.6,19.5,95.0,,both,QP092010
QP092011,Fossés Jean,11.0,,,00851,11028.0,14884.0,19503.0,0.6,7981.0,10027.0,11834.0,13430.0,16567.0,18503.0,20749.0,24648.0,3.1,0.2,3.6,72.2,22.9,3.2,13.3,4.9,4.4,4.1,-11.6,QP092011,31.6,16.5,17.6,92.6,6.0,both,QP092011
QP092012,Hauts d'Asnières,11.0,,,00851,11339.0,14706.0,18540.0,0.5,8550.0,10297.0,12211.0,13362.0,16103.0,17729.0,19650.0,23298.0,2.7,0.2,3.0,71.5,22.1,2.4,14.9,5.9,4.5,4.6,-10.9,QP092012,29.2,18.2,21.0,,5.4,both,QP092012
QP092013,Agnettes,11.0,,,00851,11249.0,15189.0,19878.0,0.6,8228.0,10315.0,12110.0,13655.0,16896.0,18792.0,21405.0,25348.0,3.1,0.2,3.5,67.3,27.2,3.7,13.1,4.6,4.7,3.8,-11.3,QP092013,30.0,14.6,13.0,90.1,6.5,both,QP092013
QP092014,Entrée De Ville,11.0,,,00851,7399.0,11606.0,18589.0,1.0,4637.0,6502.0,8260.0,9877.0,13826.0,16712.0,20963.0,28243.0,6.1,0.4,7.5,84.5,16.6,6.4,7.9,2.1,3.2,2.5,-15.4,QP092014,52.7,8.3,15.6,74.9,5.3,both,QP092014
QP092015,Petit Colombes,11.0,,,00851,10288.0,13968.0,18714.0,0.6,7417.0,9245.0,10974.0,12495.0,15620.0,17629.0,20235.0,24327.0,3.3,0.3,3.9,77.2,16.1,3.4,14.9,5.7,5.0,4.3,-11.6,QP092015,36.9,17.2,20.2,92.1,5.2,both,QP092015
QP092016,Petit Nanterre,11.0,200018059.0,,00851,10312.0,14055.0,18222.0,0.6,7765.0,9541.0,11155.0,12589.0,15563.0,17223.0,19445.0,23144.0,3.0,0.2,3.4,72.0,17.9,2.7,17.5,5.9,6.5,5.0,-10.1,QP092016,36.5,17.6,15.8,95.0,6.7,both,QP092016
QP092017,Grésillons Voltaire I - Gabriel Péri,11.0,,,00851,10703.0,15047.0,20117.0,0.6,7877.0,9853.0,11423.0,13157.0,16891.0,18889.0,21581.0,27711.0,3.5,0.3,4.3,78.5,19.4,4.5,10.8,3.8,3.6,3.4,-13.2,QP092017,34.3,11.4,13.7,81.6,,both,QP092017
QP092018,Grésillons Voltaire II - Grésillons,11.0,,,00851,10654.0,14599.0,19096.0,0.6,7898.0,10067.0,11676.0,13334.0,16082.0,18080.0,20496.0,24239.0,3.1,0.2,3.7,81.7,16.1,3.2,11.6,3.8,4.0,3.8,-12.6,QP092018,33.0,16.7,12.6,,,both,QP092018
QP092019,AIRE 2029,11.0,,,00851,11422.0,14978.0,18994.0,0.5,8764.0,10678.0,12259.0,13562.0,16422.0,18034.0,20319.0,23966.0,2.7,0.2,3.1,75.0,18.8,3.3,14.0,6.1,3.9,4.0,-11.1,QP092019,28.9,18.0,20.9,85.0,6.1,both,QP092019
QP092020,Cité Des Musiciens,11.0,249200056.0,,00851,11131.0,14985.0,19525.0,0.6,8151.0,10241.0,12049.0,13338.0,16542.0,18302.0,20774.0,24683.0,3.0,0.2,3.5,77.8,18.1,2.9,13.2,5.5,3.2,4.5,-12.0,QP092020,31.5,17.9,17.6,,,both,QP092020
QP092021,Les Musiciens,11.0,,,00851,10046.0,13470.0,17013.0,0.5,7004.0,9341.0,11176.0,12039.0,14893.0,16184.0,18013.0,20590.0,2.9,0.2,3.2,69.0,21.8,2.4,16.7,6.0,5.8,4.9,-9.9,QP092021,41.1,19.7,17.1,,,both,QP092021
QP093001,Secteur Gare - Aviatic,11.0,200006385.0,,00851,10060.0,13898.0,19630.0,0.7,7151.0,9307.0,10790.0,12452.0,16363.0,18435.0,21369.0,25855.0,3.6,0.3,4.6,76.1,19.1,4.6,13.5,4.6,4.4,4.5,-13.3,QP093001,37.8,15.1,13.8,77.7,,both,QP093001
QP093002,Secteur Saint-Nicolas - Guynemer - Gai Logis,11.0,200006385.0,,00851,11513.0,14918.0,19312.0,0.5,8280.0,10740.0,12183.0,13460.0,16565.0,18240.0,20274.0,24731.0,3.0,0.2,3.3,77.9,19.0,2.8,12.6,6.2,2.8,3.6,-12.3,QP093002,29.9,18.3,19.1,,,both,QP093002
QP093003,Haut Clichy - Centre Ville - Bosquets - Lucien Noel,11.0,249300070.0,,00851,9119.0,11959.0,15664.0,0.5,6960.0,8563.0,9752.0,10841.0,13239.0,14861.0,16706.0,19999.0,2.9,0.2,3.3,67.3,13.6,2.5,25.2,9.8,7.8,7.7,-8.6,QP093003,51.3,16.3,31.0,76.6,7.4,both,QP093003
QP093004,Quartier Avenir Parisien,11.0,200006385.0,,00851,10339.0,13743.0,18003.0,0.6,7718.0,9717.0,10923.0,12357.0,15315.0,16929.0,19483.0,22905.0,3.0,0.2,3.5,70.3,19.3,5.3,16.3,5.2,5.9,5.2,-11.2,QP093004,37.6,15.3,14.9,82.9,6.3,both,QP093004
QP093005,Quartiers La Muette - Village Parisien,11.0,200023430.0,200006385.0,00851,10659.0,14775.0,19048.0,0.6,7645.0,9789.0,11721.0,13335.0,16297.0,17866.0,20541.0,24434.0,3.2,0.2,3.7,74.7,19.0,3.4,14.8,4.4,5.8,4.6,-11.9,QP093005,31.9,14.6,12.3,95.0,6.3,both,QP093005
QP093006,Quartiers Economie - Les Oiseaux,11.0,200006385.0,,00851,9250.0,13148.0,19097.0,0.7,7135.0,8699.0,10122.0,11621.0,14725.0,17397.0,20557.0,25669.0,3.6,0.3,4.5,81.5,14.4,3.9,13.1,5.0,4.0,4.1,-12.9,QP093006,43.8,,12.4,51.2,,both,QP093006
QP093007,Thorez - Larivière - Langevin - Moulin - Allende,11.0,200006385.0,,00851,9943.0,13507.0,17945.0,0.6,7477.0,9177.0,10715.0,12137.0,14906.0,16622.0,19216.0,22569.0,3.0,0.2,3.4,67.6,19.7,2.7,20.5,7.4,7.0,6.1,-10.5,QP093007,39.9,22.1,19.5,,6.7,both,QP093007
QP093008,La Capsulerie,11.0,200023430.0,,00851,7435.0,11778.0,17315.0,0.8,4370.0,6376.0,8275.0,9978.0,13686.0,15944.0,18727.0,22483.0,5.1,0.3,5.8,63.4,29.7,3.3,14.4,3.7,5.8,4.8,-10.8,QP093008,51.9,12.7,20.5,,5.6,both,QP093008
QP093009,Le Plateau - Les Malassis - La Noue,11.0,200023430.0,,00851,10147.0,13979.0,19281.0,0.7,7401.0,9276.0,10996.0,12481.0,15812.0,17983.0,20717.0,25243.0,3.4,0.3,4.1,70.8,23.5,4.2,14.2,5.0,4.9,4.3,-12.7,QP093009,37.3,16.3,16.5,84.5,5.7,both,QP093009
QP093010,Les Courtillières - Pont-De-Pierre,11.0,249300088.0,200023430.0,00851,10271.0,13800.0,18050.0,0.6,7997.0,9553.0,11119.0,12554.0,15316.0,17026.0,19258.0,22515.0,2.8,0.2,3.2,72.1,19.9,2.8,15.8,5.7,5.0,5.1,-10.6,QP093010,37.2,17.5,17.4,94.0,6.4,both,QP093010
QP093011,Quartier Salengro - Gaston Roulaud - Centre Ville,11.0,200023430.0,200006385.0,00851,9959.0,13449.0,17690.0,0.6,7490.0,9172.0,10813.0,12185.0,14925.0,16698.0,18924.0,22962.0,3.1,0.2,3.6,73.6,18.1,3.4,16.2,6.0,5.3,4.8,-11.3,QP093011,39.4,17.3,20.3,84.9,6.2,both,QP093011
QP093012,Blanqui,11.0,200023430.0,,00851,8968.0,12877.0,17857.0,0.7,6815.0,8211.0,9801.0,11073.0,14662.0,16436.0,19003.0,23334.0,3.4,0.3,4.2,67.7,21.1,3.9,18.2,5.7,7.0,5.5,-10.9,QP093012,46.1,17.9,15.0,85.6,8.2,both,QP093012
QP093013,Marnaudes - Fosse Aux Bergers - La Sablière,11.0,200023430.0,,00851,10736.0,14386.0,18641.0,0.5,8508.0,10164.0,11524.0,12758.0,15884.0,17501.0,19650.0,23171.0,2.7,0.2,3.0,76.6,16.4,2.3,15.9,6.5,4.4,4.9,-11.2,QP093013,36.5,21.5,18.3,,5.2,both,QP093013
QP093014,Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud,11.0,200023430.0,,00851,10066.0,13606.0,18056.0,0.6,7390.0,9225.0,10848.0,12183.0,15138.0,16941.0,19303.0,23051.0,3.1,0.2,3.6,72.7,17.2,3.4,17.6,6.6,5.8,5.2,-10.9,QP093014,39.6,18.7,20.5,83.2,6.6,both,QP093014
QP093015,Trois Communes - Fabien,11.0,200023430.0,,00851,9334.0,13538.0,18673.0,0.7,6184.0,8522.0,10164.0,11895.0,15325.0,17406.0,20151.0,24122.0,3.9,0.3,4.4,74.5,19.5,3.5,14.3,4.9,5.1,4.3,-11.8,QP093015,41.2,19.1,16.5,84.7,5.0,both,QP093015
QP093016,Branly - Boissière,11.0,200023430.0,,00851,10473.0,13870.0,18785.0,0.6,7536.0,9674.0,11340.0,12483.0,15592.0,17563.0,20105.0,23731.0,3.1,0.2,3.5,75.2,16.1,3.1,17.4,7.3,5.0,5.1,-11.8,QP093016,36.1,20.6,25.3,,6.8,both,QP093016
QP093017,Boissière - Saussaie-Beauclair,11.0,,,00851,10628.0,15226.0,20002.0,0.6,8058.0,9629.0,11394.0,13466.0,16631.0,18930.0,21505.0,26154.0,3.2,0.3,3.7,83.5,11.0,2.5,16.0,5.9,4.8,5.4,-13.0,QP093017,34.1,18.1,16.1,79.1,,both,QP093017
QP093018,Bel Air - Grands Pêchers - Ruffins - Le Morillon,11.0,200023430.0,,00851,8661.0,12960.0,18153.0,0.7,5461.0,7821.0,9413.0,11271.0,14746.0,16921.0,19537.0,23780.0,4.4,0.3,4.9,73.4,20.9,3.2,14.6,5.0,5.2,4.4,-12.1,QP093018,45.1,18.2,19.3,91.4,5.5,both,QP093018
QP093019,Jean Moulin - Espoir,11.0,200023430.0,,00851,10772.0,15172.0,20304.0,0.6,8186.0,9780.0,11715.0,13331.0,17014.0,19134.0,21804.0,27513.0,3.4,0.3,4.0,78.0,20.1,3.5,12.6,5.3,3.4,3.9,-14.2,QP093019,32.6,19.6,18.5,90.5,5.2,both,QP093019
QP093020,Béthisy,11.0,200023430.0,,00851,10882.0,14954.0,19408.0,0.6,8370.0,10166.0,11665.0,13419.0,16503.0,18238.0,20729.0,25109.0,3.0,0.2,3.4,71.5,23.0,3.7,14.0,5.8,4.0,4.2,-12.2,QP093020,32.0,19.9,19.9,81.0,,both,QP093020
QP093021,Le Londeau,11.0,200023430.0,,00851,9748.0,13072.0,17108.0,0.6,7665.0,8979.0,10396.0,12005.0,14444.0,16071.0,18295.0,22470.0,2.9,0.2,3.4,70.6,18.6,2.8,18.6,6.4,6.0,6.2,-10.6,QP093021,40.9,19.5,18.8,95.0,7.9,both,QP093021
QP093022,La Boissière,11.0,200023430.0,,00851,10170.0,13505.0,17695.0,0.6,7759.0,9501.0,10923.0,11928.0,14642.0,16673.0,19261.0,22516.0,2.9,0.2,3.5,68.5,21.9,4.5,17.0,6.0,5.8,5.1,-11.9,QP093022,41.0,21.7,17.4,,,both,QP093022
QP093023,Sept Arpents - Stalingrad,11.0,200023430.0,,00851,10142.0,14989.0,22271.0,0.8,7051.0,9276.0,10893.0,12830.0,17327.0,20061.0,24195.0,30695.0,4.4,0.3,5.4,84.4,14.7,6.1,10.3,3.8,3.1,3.4,-15.5,QP093023,36.8,14.9,13.1,73.8,5.9,both,QP093023
QP093024,Quatre Chemins,11.0,200023430.0,,00851,8110.0,12227.0,17584.0,0.8,5016.0,7184.0,8964.0,10669.0,14097.0,16237.0,19243.0,24978.0,5.0,0.3,5.7,80.3,14.6,4.1,13.5,4.4,4.6,4.5,-12.5,QP093024,49.0,12.4,19.0,81.8,6.3,both,QP093024
QP093025,Marcel Cachin,11.0,200023430.0,,00851,9896.0,13226.0,17859.0,0.6,7589.0,9180.0,10691.0,11963.0,14552.0,16480.0,18940.0,22052.0,2.9,0.2,3.4,58.4,26.2,2.4,21.9,6.1,9.0,6.8,-8.9,QP093025,41.3,21.4,13.2,,,both,QP093025
QP093026,Quartier de L'Horloge,11.0,200023430.0,,00851,9975.0,13839.0,17863.0,0.6,7311.0,9043.0,10729.0,12281.0,15298.0,16777.0,19274.0,24566.0,3.4,0.3,3.8,76.8,14.3,2.2,17.8,5.8,5.9,6.1,-11.1,QP093026,38.5,17.4,15.1,,,both,QP093026
QP093027,Gagarine,11.0,200023430.0,,00851,11015.0,15002.0,19192.0,0.5,7885.0,10328.0,11588.0,13222.0,16444.0,18059.0,20058.0,23041.0,2.9,0.2,3.2,67.2,23.9,3.4,16.4,5.9,5.3,5.3,-10.9,QP093027,32.6,18.5,18.9,,,both,QP093027
QP093028,Franc Moisin - Cosmonautes - Cristino Garcia - Landy,11.0,249300088.0,,00851,9599.0,13161.0,17989.0,0.6,6853.0,8842.0,10354.0,11750.0,14802.0,16762.0,19434.0,24016.0,3.5,0.3,4.2,74.2,17.5,5.0,15.3,5.4,5.1,4.8,-12.0,QP093028,42.7,14.7,19.0,77.8,5.9,both,QP093028
QP093029,Centre Ville,11.0,249300088.0,,00851,10520.0,14002.0,18746.0,0.6,7794.0,9755.0,11160.0,12558.0,15474.0,17622.0,20132.0,23771.0,3.0,0.2,3.5,77.0,15.8,3.7,15.1,6.1,4.6,4.4,-11.6,QP093029,36.7,17.8,23.1,72.3,6.1,both,QP093029
QP093030,Orgemont,11.0,249300088.0,,00851,10034.0,13676.0,18024.0,0.6,7297.0,9320.0,10650.0,12172.0,15257.0,17018.0,19070.0,22793.0,3.1,0.2,3.6,76.0,16.2,3.0,15.9,6.2,4.9,4.9,-11.1,QP093030,39.5,17.8,19.6,90.4,5.9,both,QP093030
QP093031,La Source - Les Presles,11.0,249300088.0,,00851,10998.0,14385.0,19235.0,0.6,8186.0,10161.0,11632.0,12822.0,16145.0,18099.0,20762.0,24946.0,3.0,0.2,3.5,75.8,18.6,3.5,14.2,6.2,3.7,4.3,-12.1,QP093031,34.2,16.7,22.2,77.5,5.5,both,QP093031
QP093032,Thorez-Géraux,11.0,249300088.0,,00851,11062.0,15081.0,19070.0,0.5,8438.0,10288.0,12093.0,13710.0,16712.0,18305.0,20813.0,23822.0,2.8,0.2,3.1,71.5,20.8,2.8,16.3,5.9,5.4,5.1,-11.4,QP093032,30.4,18.5,17.6,,,both,QP093032
